Player,Game Link,Country,shotType,goalType,situation,X,Y,Z,bodyPart,goalMouthLocation,Goal Mouth X,Goal mouth Y,Goal Mouth Z,XG,XGOT,time,addedTime,timeSeconds,Start X,Start Y,End X,End Y,Goal X,Goal Y,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType
lois-openda,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,goal,regular,assisted,3.9,57.9,0,right-foot,low-centre,0,50,1.9,No information,No information,90,3,5570,57.9,3.9,50,0,50,98.1,1,730,shot
matty-cash,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,poland,miss,No information,assisted,13.1,68.4,0,left-foot,high,0,54.3,63.9,No information,No information,90,2,5480,68.4,13.1,45.7,0,45.7,36.1,1,820,shot
adam-buksa,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,poland,block,No information,assisted,7.8,43.7,0,left-foot,low-centre,0,49,19,No information,No information,88,No information,5240,43.7,7.8,51,0,51,81,3,160,shot
nicola-zalewski,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,poland,miss,No information,regular,10.8,42.7,0,right-foot,close-right,0,42.4,8.3,No information,No information,87,No information,5209,42.7,10.8,57.6,0,57.6,91.7,4,191,shot
leander-dendoncker,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,goal,regular,assisted,27.3,67,0,right-foot,low-left,0,54,4.4,No information,No information,83,No information,4977,67,27.3,46,0,46,95.6,8,423,shot
leandro-trossard,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,goal,regular,corner,13.4,21.5,0,right-foot,high-right,0,46.1,30.4,No information,No information,80,No information,4779,21.5,13.4,53.9,0,53.9,69.6,11,621,shot
michy-batshuayi,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,miss,No information,assisted,4.3,52,0,other,close-high,0,50.3,56.9,No information,No information,77,No information,4595,52,4.3,49.7,0,49.7,43.1,14,805,shot
leandro-trossard,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,goal,regular,assisted,6.5,62.9,0,left-foot,low-right,0,46.3,3.2,No information,No information,73,No information,4326,62.9,6.5,53.7,0,53.7,96.8,18,1074,shot
eden-hazard,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,save,No information,assisted,10.9,53.1,0,left-foot,low-centre,0,49.6,7.6,No information,No information,63,No information,3774,53.1,10.9,50.4,0,50.4,92.4,28,1626,shot
yannick-carrasco,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,block,No information,assisted,21.5,34.3,0,right-foot,low-centre,0,50.8,19,No information,No information,62,No information,3680,34.3,21.5,49.2,0,49.2,81,29,1720,shot
kevin-de-bruyne,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,goal,regular,assisted,11.2,39.5,0,right-foot,low-right,0,47.7,5.7,No information,No information,59,No information,3524,39.5,11.2,52.3,0,52.3,94.3,32,1876,shot
timothy-castagne,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,miss,No information,assisted,20.1,73.8,0,right-foot,close-left,0,58.7,1.4,No information,No information,59,No information,3484,73.8,20.1,41.3,0,41.3,98.6,32,1916,shot
eden-hazard,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,save,No information,corner,17.7,32.6,0,right-foot,low-right,0,46.7,6.3,No information,No information,57,No information,3390,32.6,17.7,53.3,0,53.3,93.7,34,2010,shot
leander-dendoncker,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,save,No information,corner,7.3,50.2,0,head,low-left,0,53,14.6,No information,No information,57,No information,3384,50.2,7.3,47,0,47,85.4,34,2016,shot
yannick-carrasco,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,block,No information,regular,19.6,32.8,0,right-foot,low-right,0,46.4,19,No information,No information,56,No information,3347,32.8,19.6,53.6,0,53.6,81,35,2053,shot
piotr-zielinski,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,poland,block,No information,assisted,20.1,51.3,0,left-foot,low-centre,0,49.2,19,No information,No information,56,No information,3308,51.3,20.1,50.8,0,50.8,81,35,2092,shot
timothy-castagne,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,save,No information,assisted,9.9,61.7,0,head,low-left,0,54.5,13.3,No information,No information,44,No information,2586,61.7,9.9,45.5,0,45.5,86.7,2,114,shot
axel-witsel,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,goal,regular,assisted,19.2,59,0,right-foot,low-right,0,46,19,No information,No information,42,No information,2469,59,19.2,54,0,54,81,4,231,shot
kevin-de-bruyne,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,save,No information,assisted,5.1,31.5,0,right-foot,low-centre,0,51.6,8.9,No information,No information,42,No information,2464,31.5,5.1,48.4,0,48.4,91.1,4,236,shot
robert-lewandowski,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,poland,goal,regular,assisted,7.8,46.4,0,left-foot,low-left,0,53,13.9,No information,No information,28,No information,1658,46.4,7.8,47,0,47,86.1,18,1042,shot
kevin-de-bruyne,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,miss,No information,assisted,28.8,28.3,0,right-foot,high-right,0,40.2,84.7,No information,No information,11,No information,626,28.3,28.8,59.8,0,59.8,15.3,35,2074,shot
grzegorz-krychowiak,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,poland,block,No information,assisted,21.9,48.2,0,left-foot,low-right,0,46.4,19,No information,No information,5,No information,275,48.2,21.9,53.6,0,53.6,81,41,2425,shot
eden-hazard,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,miss,No information,regular,9.7,51.3,0,right-foot,right,0,39.7,6.9,No information,No information,4,No information,212,51.3,9.7,60.3,0,60.3,93.1,42,2488,shot
michy-batshuayi,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,belgium,post,No information,assisted,12.2,62.7,0,right-foot,left,0,55.1,3.2,No information,No information,4,No information,210,62.7,12.2,44.9,0,44.9,96.8,42,2490,shot

tomas-soucek,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,block,No information,assisted,9.2,58.1,0,head,low-left,0,53.2,19,No information,No information,90,4,5599,58.1,9.2,46.8,0,46.8,81,1,701,shot
romelu-lukaku,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,block,No information,assisted,20.1,46.2,0,left-foot,low-right,0,47.4,19,No information,No information,90,3,5529,46.2,20.1,52.6,0,52.6,81,1,771,shot
lukas-masopust,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,save,No information,assisted,9.3,59.2,0,left-foot,low-centre,0,48.7,3.2,No information,No information,90,1,5409,59.2,9.3,51.3,0,51.3,96.8,1,891,shot
jan-boril,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,post,No information,corner,14,38.8,0,right-foot,high,0,47.2,38.6,No information,No information,84,No information,4995,38.8,14,52.8,0,52.8,61.4,7,405,shot
kevin-de-bruyne,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,miss,No information,assisted,24.5,52.4,0,left-foot,close-right,0,43.9,20.8,No information,No information,81,No information,4828,52.4,24.5,56.1,0,56.1,79.2,10,572,shot
kevin-de-bruyne,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,post,No information,assisted,14.2,61.4,0,right-foot,right,0,44.8,10.1,No information,No information,70,No information,4190,61.4,14.2,55.2,0,55.2,89.9,21,1210,shot
jan-boril,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,save,No information,regular,22.4,29.7,0,right-foot,low-centre,0,49.3,1.9,No information,No information,69,No information,4134,29.7,22.4,50.7,0,50.7,98.1,22,1266,shot
vladimir-coufal,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,block,No information,corner,27.8,49.7,0,right-foot,low-centre,0,50.9,19,No information,No information,62,No information,3712,49.7,27.8,49.1,0,49.1,81,29,1688,shot
romelu-lukaku,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,goal,regular,assisted,13.9,45.8,0,left-foot,low-centre,0,49.7,19,No information,No information,60,No information,3594,45.8,13.9,50.3,0,50.3,81,31,1806,shot
ondrej-celustka,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,miss,No information,set-piece,5.8,41.7,0,head,close-left,0,58.7,18.1,No information,No information,53,No information,3143,41.7,5.8,41.3,0,41.3,81.9,38,2257,shot
lukas-provod,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,goal,regular,assisted,23.1,40.3,0,right-foot,low-right,0,46.1,3.2,No information,No information,50,No information,2946,40.3,23.1,53.9,0,53.9,96.8,41,2454,shot
lukas-provod,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,miss,No information,assisted,19.8,66.8,0,right-foot,high,0,51.3,72.2,No information,No information,47,No information,2785,66.8,19.8,48.7,0,48.7,27.8,44,2615,shot
tomas-holes,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,miss,No information,regular,24.6,37.7,0,right-foot,close-right,0,41.3,18.1,No information,No information,42,No information,2517,37.7,24.6,58.7,0,58.7,81.9,4,183,shot
michael-krmencik,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,miss,No information,assisted,14.9,46.1,0,right-foot,right,0,0.3,4.2,No information,No information,42,No information,2507,46.1,14.9,99.7,0,99.7,95.8,4,193,shot
timothy-castagne,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,miss,No information,assisted,9.3,57.1,0,head,right,0,36.5,19.4,No information,No information,38,No information,2261,57.1,9.3,63.5,0,63.5,80.6,8,439,shot
kevin-de-bruyne,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,save,No information,assisted,8.7,48.7,0,head,low-centre,0,51.3,14.6,No information,No information,31,No information,1815,48.7,8.7,48.7,0,48.7,85.4,15,885,shot
leander-dendoncker,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,save,No information,regular,13.8,44.5,0,left-foot,low-left,0,52.5,17.7,No information,No information,24,No information,1383,44.5,13.8,47.5,0,47.5,82.3,22,1317,shot
antonin-barak,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,save,No information,assisted,23.6,35.5,0,right-foot,low-centre,0,51.1,1.3,No information,No information,23,No information,1327,35.5,23.6,48.9,0,48.9,98.7,23,1373,shot
tomas-soucek,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,block,No information,assisted,18.8,48.7,0,right-foot,low-centre,0,49.9,19,No information,No information,20,No information,1190,48.7,18.8,50.1,0,50.1,81,26,1510,shot
michael-krmencik,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,post,No information,assisted,11.6,72.5,0,left-foot,right,0,44.8,7.6,No information,No information,16,No information,916,72.5,11.6,55.2,0,55.2,92.4,30,1784,shot
jakub-jankto,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,czechia,save,No information,regular,9.5,30.7,0,left-foot,low-centre,0,50.9,14.6,No information,No information,14,No information,780,30.7,9.5,49.1,0,49.1,85.4,32,1920,shot
dries-mertens,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,save,No information,assisted,20.5,27,0,right-foot,low-right,0,47.4,3.8,No information,No information,9,No information,513,27,20.5,52.6,0,52.6,96.2,37,2187,shot
romelu-lukaku,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223742,belgium,miss,No information,assisted,23.2,55.3,0,left-foot,close-high,0,52.8,59.7,No information,No information,7,No information,409,55.3,23.2,47.2,0,47.2,40.3,39,2291,shot

zakaria-aboukhlal,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,goal,regular,assisted,9,54.4,0,right-foot,high-right,0,46.6,30.4,No information,No information,90,2,5511,54.4,9,53.4,0,53.4,69.6,1,789,shot
abderrazak-hamdallah,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,save,No information,fast-break,3.8,31,0,left-foot,low-left,0,52.9,5.1,No information,No information,90,1,5400,31,3.8,47.1,0,47.1,94.9,1,0,shot
jan-vertonghen,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,miss,No information,corner,11.7,44.6,0,head,close-right,0,41.2,16.7,No information,No information,82,No information,4900,44.6,11.7,58.8,0,58.8,83.3,9,500,shot
romain-saiss,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,goal,regular,set-piece,0.8,47.2,0,right-foot,low-centre,0,51,1.9,No information,No information,73,No information,4357,47.2,0.8,49,0,49,98.1,18,1043,shot
azzedine-ounahi,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,miss,No information,assisted,28.6,46.5,0,right-foot,high,0,53.6,79.2,No information,No information,69,No information,4106,46.5,28.6,46.4,0,46.4,20.8,22,1294,shot
dries-mertens,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,save,No information,assisted,20.7,48.5,0,right-foot,low-left,0,52.8,13.3,No information,No information,65,No information,3880,48.5,20.7,47.2,0,47.2,86.7,26,1520,shot
noussair-mazraoui,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,miss,No information,assisted,27.5,43.9,0,right-foot,left,0,62,11.1,No information,No information,61,No information,3649,43.9,27.5,38,0,38,88.9,30,1751,shot
sofiane-boufal,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,miss,No information,assisted,11.1,26.4,0,right-foot,close-right,0,41.8,8.3,No information,No information,57,No information,3370,26.4,11.1,58.2,0,58.2,91.7,34,2030,shot
amadou-onana,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,miss,No information,corner,8.8,50.5,0,head,high-left,0,62.7,63.9,No information,No information,52,No information,3112,50.5,8.8,37.3,0,37.3,36.1,39,2288,shot
eden-hazard,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,save,No information,assisted,13.9,72.1,0,right-foot,low-right,0,46.2,17.7,No information,No information,52,No information,3067,72.1,13.9,53.8,0,53.8,82.3,39,2333,shot
hakim-ziyech,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,save,No information,assisted,23.3,60.5,0,left-foot,low-centre,0,51,8.2,No information,No information,50,No information,2984,60.5,23.3,49,0,49,91.8,41,2416,shot
kevin-de-bruyne,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,miss,No information,free-kick,8.6,10.1,0,right-foot,close-high,0,46.4,55.6,No information,No information,39,No information,2331,10.1,8.6,53.6,0,53.6,44.4,7,369,shot
kevin-de-bruyne,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,block,No information,assisted,26.5,52.1,0,left-foot,low-centre,0,49.5,19,No information,No information,35,No information,2094,52.1,26.5,50.5,0,50.5,81,11,606,shot
hakimi-achraf,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,miss,No information,assisted,8.8,74.4,0,right-foot,close-high-right,0,41.5,54.2,No information,No information,35,No information,2053,74.4,8.8,58.5,0,58.5,45.8,11,647,shot
amallah-selim,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,miss,No information,assisted,14,60.4,0,right-foot,high,0,47.1,77.8,No information,No information,28,No information,1647,60.4,14,52.9,0,52.9,22.2,18,1053,shot
hakim-ziyech,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,morocco,miss,No information,assisted,29.1,67.1,0,left-foot,close-high,0,48.1,56.9,No information,No information,21,No information,1225,67.1,29.1,51.9,0,51.9,43.1,25,1475,shot
thomas-meunier,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,save,No information,assisted,17.9,39.2,0,right-foot,low-centre,0,50.9,11.4,No information,No information,19,No information,1106,39.2,17.9,49.1,0,49.1,88.6,27,1594,shot
amadou-onana,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,miss,No information,corner,5.6,50.7,0,head,high,0,51.8,94.4,No information,No information,17,No information,981,50.7,5.6,48.2,0,48.2,5.6,29,1719,shot
kevin-de-bruyne,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,belgium,block,No information,set-piece,23.7,37.1,0,right-foot,low-centre,0,51.7,19,No information,No information,16,No information,951,37.1,23.7,48.3,0,48.3,81,30,1749,shot
