Team,Game Link,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Goals prevented,Goalkeeper saves,Goal kicks,Goals,Date
Ukraine,https://www.sofascore.com/england-ukraine/bUbsnUb#id:10752391,68%,No information,1,11,0,2,7,695,10,11,2,No information,4,1,4,3,7,4,1,No information,1,No information,4,1,639,11,72,24/36 (67%),6/20 (30%),57%,9,27/51 (53%),12/18 (67%),6/14 (43%),60%,10,6,52,6,No information,0,4,0,"26/03/2023, 09:00"

Malta,https://www.sofascore.com/england-malta/IObsnUb#id:10752415,75%,No information,1,11,0,6,5,848,11,12,2,No information,3,0,3,5,7,4,1,No information,1,No information,2,1,788,22,60,62/66 (94%),4/11 (36%),67%,4,37/58 (64%),13/17 (76%),14/22 (64%),55%,11,8,43,8,No information,0,3,4,"16/06/2023, 11:45"
England,https://www.sofascore.com/england-malta/IObsnUb#id:10752415,25%,No information,0,4,2,2,12,278,12,4,2,No information,0,0,3,1,1,3,0,No information,0,No information,1,2,220,8,28,13/35 (37%),1/7 (14%),33%,5,21/58 (36%),4/17 (24%),5/11 (45%),67%,12,5,49,18,No information,2,5,0,"16/06/2023, 11:45"

Scotland,https://www.sofascore.com/england-scotland/VTbsnUb#id:11072073,40%,No information,0,7,2,1,7,397,9,11,2,No information,0,0,5,2,3,4,0,0,0,No information,3,3,330,14,41,13/43 (30%),2/10 (20%),54%,3,28/48 (58%),11/24 (46%),9/13 (69%),56%,9,3,38,13,No information,2,6,3,"12/09/2023, 11:45"
England,https://www.sofascore.com/england-scotland/VTbsnUb#id:11072073,60%,No information,4,11,0,5,12,610,7,7,2,No information,5,0,5,1,10,1,3,1,1,No information,0,2,546,14,46,40/68 (59%),1/11 (9%),46%,4,20/48 (42%),13/24 (54%),6/11 (55%),57%,7,3,38,15,No information,0,8,1,"12/09/2023, 11:45"

Ukraine,https://www.sofascore.com/england-ukraine/bUbsnUb#id:10752478,32%,No information,1,2,3,2,11,321,17,7,2,No information,1,0,1,0,1,1,1,No information,0,No information,1,0,256,14,37,21/50 (42%),0/5 (0%),43%,4,24/51 (47%),6/18 (33%),0/6 (0%),41%,17,5,48,22,No information,3,8,1,"09/09/2023, 09:00"
England,https://www.sofascore.com/england-ukraine/bUbsnUb#id:10752478,68%,No information,1,11,0,2,7,695,10,11,2,No information,4,1,4,3,7,4,1,No information,1,No information,4,1,639,11,72,24/36 (67%),6/20 (30%),57%,9,27/51 (53%),12/18 (67%),6/14 (43%),60%,10,6,52,6,No information,0,4,1,"09/09/2023, 09:00"

England,https://www.sofascore.com/england-switzerland/ZTbsnUb#id:10102032,55%,No information,No information,5,2,5,8,No information,No information,13,0,0,3,No information,2,0,No information,No information,No information,No information,No information,No information,No information,1,No information,14,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,2,7,2,"26/03/2022, 10:30"
Switzerland,https://www.sofascore.com/england-switzerland/ZTbsnUb#id:10102032,45%,No information,No information,9,1,5,11,No information,No information,9,0,0,3,No information,4,2,No information,No information,No information,No information,No information,No information,No information,2,No information,17,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,1,3,1,"26/03/2022, 10:30"

England,https://www.sofascore.com/australia-england/nUbsQUb#id:11400486,67%,No information,2,9,4,7,8,649,6,12,2,No information,3,1,2,4,8,1,1,1,1,No information,2,2,570,17,53,36/68 (53%),2/11 (18%),43%,6,30/62 (48%),8/26 (31%),12/25 (48%),33%,6,6,52,20,No information,4,10,1,"13/10/2023, 11:45"
Australia,https://www.sofascore.com/australia-england/nUbsQUb#id:11400486,33%,No information,1,14,1,8,13,303,19,8,3,No information,4,1,7,3,12,2,0,1,0,No information,0,0,228,17,28,16/36 (44%),7/26 (27%),57%,2,32/62 (52%),18/26 (69%),5/9 (56%),53%,19,11,58,17,No information,1,2,0,"13/10/2023, 11:45"

England,https://www.sofascore.com/north-macedonia-england/nUbsCVb#id:10752440,25%,No information,2,5,3,1,16,222,16,15,1,No information,3,0,1,1,3,2,1,1,0,No information,4,1,152,13,27,19/48 (40%),1/5 (20%),47%,7,35/74 (47%),10/21 (48%),5/10 (50%),56%,16,9,42,25,No information,3,5,7,"19/06/2023, 11:45"
North macedonia,https://www.sofascore.com/north-macedonia-england/nUbsCVb#id:10752440,75%,No information,2,16,2,6,15,653,12,16,2,No information,2,1,7,7,9,7,0,2,1,No information,4,3,582,16,69,15/29 (52%),6/21 (29%),53%,10,39/74 (53%),11/21 (52%),11/17 (65%),58%,12,4,42,3,No information,2,5,0,"19/06/2023, 11:45"

Hungary,https://www.sofascore.com/england-hungary/jUbsnUb#id:10023447,69%,No information,2,10,1,6,13,614,18,11,3,1,2,1,6,2,7,3,0,2,1,No information,2,2,546,17,61,30/47 (64%),8/24 (33%),43%,12,35/80 (44%),7/17 (41%),6/14 (43%),67%,18,9,No information,9,No information,1,1,1,"04/06/2022, 09:00"
England,https://www.sofascore.com/england-hungary/jUbsnUb#id:10023447,31%,No information,2,6,3,0,11,285,20,13,2,0,5,0,0,1,4,2,2,0,1,No information,1,0,221,16,27,22/44 (50%),1/7 (14%),57%,12,45/80 (56%),10/17 (59%),12/18 (67%),50%,20,13,No information,16,No information,3,12,0,"04/06/2022, 09:00"

England,https://www.sofascore.com/cote-divoire-england/nUbstVb#id:10152223,60%,No information,No information,13,0,7,14,No information,No information,10,0,0,6,No information,4,3,No information,No information,No information,No information,No information,No information,No information,3,No information,15,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,0,5,3,"29/03/2022, 11:45"
Côte d'ivoire,https://www.sofascore.com/cote-divoire-england/nUbstVb#id:10152223,40%,No information,No information,2,3,2,9,No information,No information,17,3,1,0,No information,2,0,No information,No information,No information,No information,No information,No information,No information,1,No information,11,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,3,5,0,"29/03/2022, 11:45"

England,https://www.sofascore.com/england-italy/hUbsnUb#id:10023294,51%,No information,3,9,3,2,8,508,9,15,1,No information,6,0,3,0,5,4,3,No information,1,No information,3,0,451,11,40,30/55 (55%),3/7 (43%),51%,13,33/64 (52%),5/11 (45%),9/17 (53%),67%,9,12,47,9,No information,3,5,0,"11/06/2022, 11:45"
Italy,https://www.sofascore.com/england-italy/hUbsnUb#id:10023294,49%,No information,1,15,3,2,15,498,21,7,3,No information,4,0,5,6,9,6,1,No information,0,No information,0,1,428,13,50,21/31 (68%),3/7 (43%),49%,3,31/64 (48%),6/11 (55%),3/9 (33%),57%,21,8,46,8,No information,3,6,0,"11/06/2022, 11:45"

England,https://www.sofascore.com/england-hungary/jUbsnUb#id:10023296,69%,No information,2,10,1,6,13,614,18,11,3,1,2,1,6,2,7,3,0,2,1,No information,2,2,546,17,61,30/47 (64%),8/24 (33%),43%,12,35/80 (44%),7/17 (41%),6/14 (43%),67%,18,9,No information,9,No information,1,1,4,"14/06/2022, 11:45"
Hungary,https://www.sofascore.com/england-hungary/jUbsnUb#id:10023296,31%,No information,2,6,3,0,11,285,20,13,2,0,5,0,0,1,4,2,2,0,1,No information,1,0,221,16,27,22/44 (50%),1/7 (14%),57%,12,45/80 (56%),10/17 (59%),12/18 (67%),50%,20,13,No information,16,No information,3,12,0,"14/06/2022, 11:45"

England,https://www.sofascore.com/england-germany/lUbsnUb#id:10023377,41%,No information,3,13,1,6,12,386,17,7,0,No information,8,0,5,0,11,2,2,1,1,No information,2,2,305,17,49,27/59 (46%),6/19 (32%),49%,12,32/71 (45%),13/21 (62%),8/20 (40%),47%,17,11,No information,16,No information,1,6,3,"26/09/2022, 11:45"
Germany,https://www.sofascore.com/england-germany/lUbsnUb#id:10023377,59%,No information,2,10,5,2,8,581,24,11,2,No information,4,0,4,2,4,6,2,0,0,No information,2,1,505,22,45,31/45 (69%),2/11 (18%),51%,12,39/71 (55%),8/21 (38%),4/9 (44%),50%,24,7,No information,15,No information,5,8,3,"26/09/2022, 11:45"

Italy,https://www.sofascore.com/england-italy/hUbsnUb#id:10023391,51%,No information,3,9,3,2,8,508,9,15,1,No information,6,0,3,0,5,4,3,No information,1,No information,3,0,451,11,40,30/55 (55%),3/7 (43%),51%,13,33/64 (52%),5/11 (45%),9/17 (53%),67%,9,12,47,9,No information,3,5,1,"23/09/2022, 11:45"
England,https://www.sofascore.com/england-italy/hUbsnUb#id:10023391,49%,No information,1,15,3,2,15,498,21,7,3,No information,4,0,5,6,9,6,1,No information,0,No information,0,1,428,13,50,21/31 (68%),3/7 (43%),49%,3,31/64 (48%),6/11 (55%),3/9 (33%),57%,21,8,46,8,No information,3,6,0,"23/09/2022, 11:45"

England,https://www.sofascore.com/iran-england/nUbsqVb#id:10230543,78%,2.11,3,13,1,8,9,797,13,12,0,No information,7,1,2,4,10,3,3,0,1,No information,2,2,716,18,69,45/71 (63%),6/21 (29%),60%,5,38/60 (63%),10/20 (50%),13/20 (65%),77%,13,7,No information,4,-0.17,1,5,6,"21/11/2022, 05:00"
Iran,https://www.sofascore.com/iran-england/nUbsqVb#id:10230543,22%,1.75,2,8,1,0,14,215,12,9,2,No information,3,1,4,1,6,2,1,1,2,No information,3,2,142,17,23,12/44 (27%),0/8 (0%),40%,7,22/60 (37%),10/20 (50%),1/7 (14%),75%,12,16,No information,23,-2.93,1,5,2,"21/11/2022, 05:00"

Germany,https://www.sofascore.com/england-germany/lUbsnUb#id:10023351,41%,No information,3,13,1,6,12,386,17,7,0,No information,8,0,5,0,11,2,2,1,1,No information,2,2,305,17,49,27/59 (46%),6/19 (32%),49%,12,32/71 (45%),13/21 (62%),8/20 (40%),47%,17,11,No information,16,No information,1,6,1,"07/06/2022, 11:45"
England,https://www.sofascore.com/england-germany/lUbsnUb#id:10023351,59%,No information,2,10,5,2,8,581,24,11,2,No information,4,0,4,2,4,6,2,0,0,No information,2,1,505,22,45,31/45 (69%),2/11 (18%),51%,12,39/71 (55%),8/21 (38%),4/9 (44%),50%,24,7,No information,15,No information,5,8,1,"07/06/2022, 11:45"

England,https://www.sofascore.com/usa-england/nUbszUb#id:10230557,56%,0.77,1,8,1,3,9,541,9,14,No information,No information,3,0,4,1,6,2,No information,1,No information,No information,3,1,472,18,52,35/49 (71%),3/14 (21%),52%,7,28/54 (52%),11/21 (52%),5/10 (50%),67%,9,9,No information,19,0.05,1,7,0,"25/11/2022, 11:00"
Usa,https://www.sofascore.com/usa-england/nUbszUb#id:10230557,44%,0.63,1,10,3,7,15,421,12,9,No information,No information,1,1,5,4,6,4,No information,1,No information,No information,0,0,352,16,40,19/47 (40%),3/16 (19%),48%,7,26/54 (48%),10/21 (48%),5/7 (71%),58%,12,3,No information,15,0.35,3,3,0,"25/11/2022, 11:00"

Ukraine,https://www.sofascore.com/england-ukraine/bUbsnUb#id:8594149,32%,No information,1,2,3,2,11,321,17,7,2,No information,1,0,1,0,1,1,1,No information,0,No information,1,0,256,14,37,21/50 (42%),0/5 (0%),43%,4,24/51 (47%),6/18 (33%),0/6 (0%),41%,17,5,48,22,No information,3,8,4,"03/07/2021, 12:00"
England,https://www.sofascore.com/england-ukraine/bUbsnUb#id:8594149,68%,No information,1,11,0,2,7,695,10,11,2,No information,4,1,4,3,7,4,1,No information,1,No information,4,1,639,11,72,24/36 (67%),6/20 (30%),57%,9,27/51 (53%),12/18 (67%),6/14 (43%),60%,10,6,52,6,No information,0,4,0,"03/07/2021, 12:00"

Italy,https://www.sofascore.com/england-italy/hUbsnUb#id:8594152,51%,No information,3,9,3,2,8,508,9,15,1,No information,6,0,3,0,5,4,3,No information,1,No information,3,0,451,11,40,30/55 (55%),3/7 (43%),51%,13,33/64 (52%),5/11 (45%),9/17 (53%),67%,9,12,47,9,No information,3,5,1,"11/07/2021, 12:00"
England,https://www.sofascore.com/england-italy/hUbsnUb#id:8594152,49%,No information,1,15,3,2,15,498,21,7,3,No information,4,0,5,6,9,6,1,No information,0,No information,0,1,428,13,50,21/31 (68%),3/7 (43%),49%,3,31/64 (48%),6/11 (55%),3/9 (33%),57%,21,8,46,8,No information,3,6,1,"11/07/2021, 12:00"

Hungary,https://www.sofascore.com/england-hungary/jUbsnUb#id:9223780,69%,No information,2,10,1,6,13,614,18,11,3,1,2,1,6,2,7,3,0,2,1,No information,2,2,546,17,61,30/47 (64%),8/24 (33%),43%,12,35/80 (44%),7/17 (41%),6/14 (43%),67%,18,9,No information,9,No information,1,1,4,"02/09/2021, 11:45"
England,https://www.sofascore.com/england-hungary/jUbsnUb#id:9223780,31%,No information,2,6,3,0,11,285,20,13,2,0,5,0,0,1,4,2,2,0,1,No information,1,0,221,16,27,22/44 (50%),1/7 (14%),57%,12,45/80 (56%),10/17 (59%),12/18 (67%),50%,20,13,No information,16,No information,3,12,0,"02/09/2021, 11:45"

England,https://www.sofascore.com/andorra-england/nUbstWb#id:9223788,14%,No information,0,1,3,2,20,113,15,8,2,No information,0,0,1,0,1,0,0,0,0,No information,3,3,46,8,30,12/54 (22%),1/7 (14%),37%,3,23/63 (37%),6/16 (38%),0/3 (0%),53%,15,8,No information,28,No information,3,7,4,"05/09/2021, 09:00"
Andorra,https://www.sofascore.com/andorra-england/nUbstWb#id:9223788,86%,No information,8,17,0,7,9,703,6,18,3,No information,8,0,4,5,15,2,4,4,3,No information,3,7,638,22,89,37/50 (74%),5/16 (31%),63%,7,40/63 (63%),10/16 (63%),16/24 (67%),67%,6,2,No information,7,No information,0,2,0,"05/09/2021, 09:00"

Poland,https://www.sofascore.com/england-poland/dUbsnUb#id:9223854,37%,No information,1,11,1,1,16,312,13,8,5,No information,4,0,3,4,7,4,1,No information,1,No information,0,2,245,18,48,26/44 (59%),4/11 (36%),44%,6,29/77 (38%),16/26 (62%),8/19 (42%),54%,13,13,No information,22,No information,1,5,1,"08/09/2021, 11:45"
England,https://www.sofascore.com/england-poland/dUbsnUb#id:9223854,63%,No information,0,13,3,3,8,535,17,16,2,No information,2,0,5,6,7,6,0,No information,0,No information,2,3,463,19,61,40/59 (68%),4/18 (22%),56%,8,48/77 (62%),10/26 (38%),15/20 (75%),47%,17,4,No information,4,No information,3,4,1,"08/09/2021, 11:45"

England,https://www.sofascore.com/england-denmark/BObsnUb#id:8594134,58%,2.83,4,20,2,6,10,728,11,21,1,No information,10,0,6,4,15,5,1,3,1,No information,8,0,636,25,74,34/70 (49%),10/29 (34%),50%,19,47/94 (50%),21/41 (51%),15/29 (52%),27%,11,13,No information,13,-0.75,2,5,2,"07/07/2021, 12:00"
Denmark,https://www.sofascore.com/england-denmark/BObsnUb#id:8594134,42%,0.25,0,6,9,5,21,534,33,9,1,No information,3,0,2,1,1,5,0,0,0,No information,2,1,432,21,56,28/70 (40%),1/15 (7%),50%,2,47/94 (50%),20/41 (49%),5/14 (36%),48%,33,15,No information,33,1.88,9,8,1,"07/07/2021, 12:00"

England,https://www.sofascore.com/england-albania/PTbsnUb#id:9223883,64%,No information,4,15,4,4,3,667,14,11,0,No information,6,0,6,3,12,3,4,0,1,No information,2,1,580,17,55,31/52 (60%),5/13 (38%),63%,10,43/71 (61%),14/20 (70%),18/28 (64%),57%,14,5,No information,4,No information,4,0,5,"12/11/2021, 11:45"
Albania,https://www.sofascore.com/england-albania/PTbsnUb#id:9223883,36%,No information,1,5,1,0,14,389,20,3,4,No information,4,0,0,1,2,3,0,1,0,No information,0,3,316,10,18,20/54 (37%),0/1 (0%),37%,9,28/71 (39%),6/20 (30%),5/10 (50%),55%,20,16,No information,16,No information,1,12,0,"12/11/2021, 11:45"

Andorra,https://www.sofascore.com/andorra-england/nUbstWb#id:9223901,14%,No information,0,1,3,2,20,113,15,8,2,No information,0,0,1,0,1,0,0,0,0,No information,3,3,46,8,30,12/54 (22%),1/7 (14%),37%,3,23/63 (37%),6/16 (38%),0/3 (0%),53%,15,8,No information,28,No information,3,7,5,"09/10/2021, 11:45"
England,https://www.sofascore.com/andorra-england/nUbstWb#id:9223901,86%,No information,8,17,0,7,9,703,6,18,3,No information,8,0,4,5,15,2,4,4,3,No information,3,7,638,22,89,37/50 (74%),5/16 (31%),63%,7,40/63 (63%),10/16 (63%),16/24 (67%),67%,6,2,No information,7,No information,0,2,0,"09/10/2021, 11:45"

England,https://www.sofascore.com/england-hungary/jUbsnUb#id:9223931,69%,No information,2,10,1,6,13,614,18,11,3,1,2,1,6,2,7,3,0,2,1,No information,2,2,546,17,61,30/47 (64%),8/24 (33%),43%,12,35/80 (44%),7/17 (41%),6/14 (43%),67%,18,9,No information,9,No information,1,1,1,"12/10/2021, 11:45"
Hungary,https://www.sofascore.com/england-hungary/jUbsnUb#id:9223931,31%,No information,2,6,3,0,11,285,20,13,2,0,5,0,0,1,4,2,2,0,1,No information,1,0,221,16,27,22/44 (50%),1/7 (14%),57%,12,45/80 (56%),10/17 (59%),12/18 (67%),50%,20,13,No information,16,No information,3,12,1,"12/10/2021, 11:45"

England,https://www.sofascore.com/england-iceland/iUbsnUb#id:8600787,68%,No information,1,13,3,7,4,654,9,9,0,No information,1,0,9,3,11,2,No information,1,No information,24,1,4,598,18,81,26/38 (68%),5/39 (13%),60%,8,26/47 (55%),16/23 (70%),8/14 (57%),78%,9,7,51,11,No information,3,1,4,"18/11/2020, 11:45"
Iceland,https://www.sofascore.com/england-iceland/iUbsnUb#id:8600787,32%,No information,1,8,1,5,9,317,14,4,3,No information,4,0,0,4,4,4,No information,1,No information,12,0,0,248,18,38,18/56 (32%),3/8 (38%),40%,3,21/47 (45%),7/23 (30%),3/9 (33%),50%,14,9,33,31,No information,1,17,0,"18/11/2020, 11:45"

San marino,https://www.sofascore.com/san-marino-england/nUbsIWb#id:9223947,15%,No information,0,2,4,1,11,157,18,7,5,1,1,0,1,0,0,2,0,0,0,No information,0,No information,93,7,20,10/54 (19%),0/3 (0%),38%,6,26/62 (42%),4/16 (25%),1/3 (33%),56%,18,12,No information,20,No information,4,4,10,"15/11/2021, 11:45"
