Team,Game Link,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Goals prevented,Goalkeeper saves,Goal kicks,Goals,Date
Belgium,https://www.sofascore.com/belgium-england/nUbsrUb#id:11900204,37%,No information,2,7,5,1,12,387,14,12,1,No information,3,0,2,2,4,3,1,1,0,No information,1,1,325,14,27,20/38 (53%),1/6 (17%),52%,8,35/66 (53%),6/13 (46%),10/15 (67%),36%,14,6,45,23,No information,5,11,2,"26/03/2024, 12:45"

Belgium,https://www.sofascore.com/montenegro-belgium/rUbsORc#id:12076174,70%,No information,4,20,2,9,7,646,7,14,0,0,10,0,4,6,13,7,1,3,2,40,1,3,584,12,64,19/35 (54%),5/22 (23%),53%,5,33/58 (57%),4/12 (33%),12/19 (63%),71%,7,8,48,7,No information,2,6,2,"05/06/2024, 11:30"
Montenegro,https://www.sofascore.com/montenegro-belgium/rUbsORc#id:12076174,30%,No information,0,10,8,5,14,268,12,7,3,1,2,0,5,3,7,3,0,0,0,18,1,1,209,8,36,24/44 (55%),3/13 (23%),47%,4,25/58 (43%),8/12 (67%),6/9 (67%),83%,12,11,39,22,No information,8,15,0,"05/06/2024, 11:30"

Belgium,https://www.sofascore.com/belgium-luxembourg/DObsrUb#id:12076169,72%,No information,6,27,0,11,7,697,16,8,0,No information,9,0,13,5,19,8,3,3,3,49,2,1,635,15,86,21/31 (68%),6/13 (46%),63%,4,35/54 (65%),5/9 (56%),11/17 (65%),81%,16,10,46,3,No information,0,3,3,"08/06/2024, 11:00"
Luxembourg,https://www.sofascore.com/belgium-luxembourg/DObsrUb#id:12076169,28%,No information,0,1,6,1,8,275,10,7,1,No information,0,0,1,0,0,1,0,0,0,2,0,1,214,9,16,42/68 (62%),0/3 (0%),37%,10,19/54 (35%),4/9 (44%),2/8 (25%),50%,10,11,41,13,No information,6,15,0,"08/06/2024, 11:00"

Belgium,https://www.sofascore.com/belgium-slovakia/XTbsrUb#id:11873978,60%,1.70,4,16,3,5,14,573,14,10,3,No information,5,0,6,5,10,6,0,4,2,34,1,2,488,18,58,22/44 (50%),4/14 (29%),52%,2,32/59 (54%),8/18 (44%),8/14 (57%),50%,14,2,48,15,0.37,3,6,1,"17/06/2024, 09:00"
Slovakia,https://www.sofascore.com/belgium-slovakia/XTbsrUb#id:11873978,40%,0.57,1,10,5,7,10,367,8,13,1,No information,4,0,4,2,6,4,1,0,0,15,0,1,283,19,41,25/63 (40%),6/17 (35%),48%,11,27/59 (46%),10/18 (56%),6/9 (67%),50%,8,9,44,19,1.02,5,10,0,"17/06/2024, 09:00"

Belgium,https://www.sofascore.com/azerbaijan-belgium/rUbsRUb#id:10752579,75%,No information,6,22,0,9,13,648,9,7,2,0,7,1,8,7,16,6,4,2,1,No information,3,2,590,15,71,23/30 (77%),3/20 (15%),64%,5,40/61 (66%),6/11 (55%),24/27 (89%),56%,9,3,55,3,No information,0,2,5,"19/11/2023, 09:00"
Azerbaijan,https://www.sofascore.com/azerbaijan-belgium/rUbsRUb#id:10752579,25%,No information,0,1,2,0,7,216,8,13,3,1,0,0,0,1,0,1,0,0,0,No information,1,0,156,10,23,17/45 (38%),0/4 (0%),36%,5,21/61 (34%),5/11 (45%),0/4 (0%),63%,8,8,39,27,No information,2,13,0,"19/11/2023, 09:00"

Belgium,https://www.sofascore.com/canada-belgium/rUbscVb#id:10230559,54%,0.77,1,9,3,4,11,520,19,14,3,No information,3,0,3,3,6,3,1,0,1,No information,1,0,432,16,39,25/59 (42%),4/7 (57%),57%,9,39/67 (58%),8/15 (53%),6/10 (60%),47%,19,3,No information,27,1.25,3,18,1,"23/11/2022, 11:00"
Canada,https://www.sofascore.com/canada-belgium/rUbscVb#id:10230559,46%,2.63,3,22,2,4,14,429,13,10,2,No information,3,0,11,8,18,4,0,3,0,No information,2,1,353,28,56,21/49 (43%),7/19 (37%),43%,8,28/67 (42%),7/15 (47%),5/16 (31%),31%,13,5,No information,3,-0.20,2,7,0,"23/11/2022, 11:00"

Sweden,https://www.sofascore.com/belgium-sweden/NTbsrUb#id:10752379,66%,No information,1,9,5,2,5,303,3,8,0,No information,3,0,3,3,7,2,1,0,No information,No information,2,1,262,3,26,10/17 (59%),3/9 (33%),53%,6,17/36 (47%),8/11 (73%),6/9 (67%),67%,3,8,29,9,No information,5,2,3,"24/03/2023, 12:45"
Belgium,https://www.sofascore.com/belgium-sweden/NTbsrUb#id:10752379,34%,No information,2,13,3,2,8,156,9,5,1,No information,6,1,3,4,7,6,1,1,No information,No information,3,0,121,8,36,16/28 (57%),3/5 (60%),47%,3,19/36 (53%),3/11 (27%),5/5 (100%),56%,9,7,29,10,No information,3,3,0,"24/03/2023, 12:45"

Croatia,https://www.sofascore.com/belgium-croatia/pUbsrUb#id:10230535,48%,0.70,0,11,3,2,7,554,9,9,0,No information,4,0,6,1,7,4,No information,0,0,No information,0,4,471,27,56,34/56 (61%),5/21 (24%),45%,6,21/49 (43%),10/20 (50%),3/11 (27%),22%,9,6,No information,22,1.24,3,7,0,"01/12/2022, 07:00"
Belgium,https://www.sofascore.com/belgium-croatia/pUbsrUb#id:10230535,52%,3.07,5,16,4,4,9,593,14,7,1,No information,3,1,8,5,13,3,No information,5,1,No information,1,0,521,15,66,35/62 (56%),5/24 (21%),55%,6,28/49 (57%),10/20 (50%),7/10 (70%),64%,14,7,No information,24,1.14,4,8,0,"01/12/2022, 07:00"

Germany,https://www.sofascore.com/belgium-germany/lUbsrUb#id:11090718,54%,No information,3,16,1,8,13,516,13,8,1,No information,4,1,7,5,9,7,2,1,0,No information,4,3,444,13,59,27/41 (66%),4/26 (15%),46%,6,33/73 (45%),10/20 (50%),12/18 (67%),69%,13,12,No information,5,No information,1,1,3,"28/03/2023, 11:45"
Belgium,https://www.sofascore.com/belgium-germany/lUbsrUb#id:11090718,46%,No information,4,7,2,3,9,455,12,13,2,No information,4,1,3,0,6,1,3,1,1,No information,0,3,392,6,35,33/51 (65%),1/9 (11%),54%,6,40/73 (55%),10/20 (50%),16/23 (70%),58%,12,14,No information,30,No information,2,14,2,"28/03/2023, 11:45"

Belgium,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,67%,0.96,2,10,2,9,10,652,15,14,1,No information,3,0,5,2,5,5,0,2,No information,No information,3,3,577,18,52,22/35 (63%),3/22 (14%),51%,9,35/73 (48%),15/26 (58%),6/19 (32%),60%,15,7,No information,5,-0.33,2,10,2,"27/11/2022, 05:00"
Morocco,https://www.sofascore.com/morocco-belgium/rUbsDVb#id:10230545,33%,1.48,1,10,3,1,14,328,22,9,1,No information,4,0,6,0,6,4,1,0,No information,No information,3,3,274,8,32,26/50 (52%),3/8 (38%),49%,8,38/73 (52%),11/26 (42%),7/14 (50%),64%,22,9,No information,21,0.29,3,13,0,"27/11/2022, 05:00"

Belgium,https://www.sofascore.com/austria-belgium/rUbstUb#id:10752434,58%,No information,1,17,2,6,15,460,16,13,4,0,5,0,9,3,10,7,1,0,0,No information,1,1,387,16,62,17/32 (53%),7/22 (32%),45%,6,35/85 (41%),13/22 (59%),6/16 (38%),88%,16,4,64,12,No information,2,2,1,"17/06/2023, 11:45"
Austria,https://www.sofascore.com/austria-belgium/rUbstUb#id:10752434,42%,No information,2,8,2,3,14,342,16,15,5,1,5,1,2,1,5,3,1,1,1,No information,2,0,271,13,38,24/56 (43%),1/6 (17%),55%,7,50/85 (59%),9/22 (41%),19/28 (68%),88%,16,9,54,18,No information,2,16,1,"17/06/2023, 11:45"

Estonia,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:10752455,75%,No information,2,22,0,9,5,670,5,5,1,No information,11,0,7,4,16,6,1,1,3,No information,1,3,598,20,86,32/46 (70%),4/28 (14%),58%,1,25/39 (64%),8/18 (44%),15/22 (68%),100%,5,5,63,3,No information,0,0,3,"20/06/2023, 11:45"
Belgium,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:10752455,25%,No information,0,1,5,0,5,226,8,2,1,No information,0,1,1,0,1,0,0,0,0,No information,1,1,154,12,31,7/45 (16%),0/2 (0%),42%,4,14/39 (36%),10/18 (56%),4/5 (80%),63%,8,10,49,36,No information,5,11,0,"20/06/2023, 11:45"

Azerbaijan,https://www.sofascore.com/azerbaijan-belgium/rUbsRUb#id:10752477,75%,No information,6,22,0,9,13,648,9,7,2,0,7,1,8,7,16,6,4,2,1,No information,3,2,590,15,71,23/30 (77%),3/20 (15%),64%,5,40/61 (66%),6/11 (55%),24/27 (89%),56%,9,3,55,3,No information,0,2,1,"09/09/2023, 06:00"
Belgium,https://www.sofascore.com/azerbaijan-belgium/rUbsRUb#id:10752477,25%,No information,0,1,2,0,7,216,8,13,3,1,0,0,0,1,0,1,0,0,0,No information,1,0,156,10,23,17/45 (38%),0/4 (0%),36%,5,21/61 (34%),5/11 (45%),0/4 (0%),63%,8,8,39,27,No information,2,13,0,"09/09/2023, 06:00"

Belgium,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:10752502,75%,No information,2,22,0,9,5,670,5,5,1,No information,11,0,7,4,16,6,1,1,3,No information,1,3,598,20,86,32/46 (70%),4/28 (14%),58%,1,25/39 (64%),8/18 (44%),15/22 (68%),100%,5,5,63,3,No information,0,0,5,"12/09/2023, 11:45"
Estonia,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:10752502,25%,No information,0,1,5,0,5,226,8,2,1,No information,0,1,1,0,1,0,0,0,0,No information,1,1,154,12,31,7/45 (16%),0/2 (0%),42%,4,14/39 (36%),10/18 (56%),4/5 (80%),63%,8,10,49,36,No information,5,11,0,"12/09/2023, 11:45"

Wales,https://www.sofascore.com/belgium-wales/cUbsrUb#id:9223959,71%,No information,4,19,2,6,9,738,13,10,0,No information,4,1,9,6,14,5,1,3,2,No information,2,1,665,17,61,35/54 (65%),3/15 (20%),50%,13,27/59 (46%),16/27 (59%),4/10 (40%),69%,13,4,No information,9,No information,2,6,1,"16/11/2021, 11:45"
Belgium,https://www.sofascore.com/belgium-wales/cUbsrUb#id:9223959,29%,No information,1,10,1,4,10,285,19,9,3,No information,4,0,3,3,8,2,1,0,0,No information,1,2,216,12,45,19/46 (41%),4/16 (25%),50%,3,32/59 (54%),11/27 (41%),5/15 (33%),68%,19,9,No information,18,No information,1,13,1,"16/11/2021, 11:45"

Austria,https://www.sofascore.com/austria-belgium/rUbstUb#id:10752518,58%,No information,1,17,2,6,15,460,16,13,4,0,5,0,9,3,10,7,1,0,0,No information,1,1,387,16,62,17/32 (53%),7/22 (32%),45%,6,35/85 (41%),13/22 (59%),6/16 (38%),88%,16,4,64,12,No information,2,2,3,"13/10/2023, 11:45"
Belgium,https://www.sofascore.com/austria-belgium/rUbstUb#id:10752518,42%,No information,2,8,2,3,14,342,16,15,5,1,5,1,2,1,5,3,1,1,1,No information,2,0,271,13,38,24/56 (43%),1/6 (17%),55%,7,50/85 (59%),9/22 (41%),19/28 (68%),88%,16,9,54,18,No information,2,16,2,"13/10/2023, 11:45"

Ireland,https://www.sofascore.com/belgium-ireland/TTbsrUb#id:10151981,36%,No information,3,11,2,4,11,324,20,10,No information,No information,1,0,7,3,10,1,No information,3,0,No information,2,0,241,12,42,12/48 (25%),4/15 (27%),51%,7,33/61 (54%),9/22 (41%),3/10 (30%),80%,20,13,49,15,No information,2,9,2,"26/03/2022, 10:00"
Belgium,https://www.sofascore.com/belgium-ireland/TTbsrUb#id:10151981,64%,No information,0,9,1,6,11,605,14,11,No information,No information,2,0,5,2,4,5,No information,0,2,No information,1,1,524,20,55,25/52 (48%),1/14 (7%),49%,10,28/61 (46%),13/22 (59%),3/13 (23%),64%,14,6,45,17,No information,1,11,2,"26/03/2022, 10:00"

Belgium,https://www.sofascore.com/belgium-netherlands/fUbsrUb#id:10023414,46%,No information,3,13,4,4,12,454,16,9,2,No information,5,0,5,3,11,2,1,2,2,No information,2,3,393,13,43,25/45 (56%),3/10 (30%),53%,9,30/61 (49%),6/7 (86%),5/8 (63%),56%,16,7,No information,17,No information,4,7,4,"03/06/2022, 11:45"
Netherlands,https://www.sofascore.com/belgium-netherlands/fUbsrUb#id:10023414,54%,No information,2,11,4,2,9,552,12,11,2,No information,4,1,5,2,7,4,0,2,1,No information,2,3,482,14,58,36/58 (62%),2/13 (15%),47%,11,31/61 (51%),1/7 (14%),8/13 (62%),50%,12,12,No information,11,No information,4,8,1,"03/06/2022, 11:45"

Belgium,https://www.sofascore.com/burkina-faso-belgium/rUbsZUb#id:10152235,65%,No information,No information,10,5,4,12,No information,No information,9,0,0,4,No information,3,3,No information,No information,No information,No information,No information,No information,No information,4,No information,18,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,5,1,3,"29/03/2022, 11:45"
Burkina faso,https://www.sofascore.com/burkina-faso-belgium/rUbsZUb#id:10152235,35%,No information,No information,10,1,4,7,No information,No information,16,3,0,5,No information,1,4,No information,No information,No information,No information,No information,No information,No information,2,No information,20,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,1,4,0,"29/03/2022, 11:45"

Wales,https://www.sofascore.com/belgium-wales/cUbsrUb#id:10023337,71%,No information,4,19,2,6,9,738,13,10,0,No information,4,1,9,6,14,5,1,3,2,No information,2,1,665,17,61,35/54 (65%),3/15 (20%),50%,13,27/59 (46%),16/27 (59%),4/10 (40%),69%,13,4,No information,9,No information,2,6,1,"11/06/2022, 11:45"
Belgium,https://www.sofascore.com/belgium-wales/cUbsrUb#id:10023337,29%,No information,1,10,1,4,10,285,19,9,3,No information,4,0,3,3,8,2,1,0,0,No information,1,2,216,12,45,19/46 (41%),4/16 (25%),50%,3,32/59 (54%),11/27 (41%),5/15 (33%),68%,19,9,No information,18,No information,1,13,1,"11/06/2022, 11:45"

Belgium,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,31%,No information,3,12,3,6,9,342,17,10,1,No information,2,1,6,4,8,4,0,3,1,No information,2,3,281,12,25,16/41 (39%),5/14 (36%),61%,2,39/66 (59%),12/18 (67%),12/19 (63%),53%,17,12,No information,17,No information,3,4,6,"08/06/2022, 11:45"
Poland,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023334,69%,No information,2,12,2,4,11,780,9,8,0,No information,4,0,4,4,6,6,1,1,4,No information,0,8,719,23,61,31/43 (72%),1/9 (11%),39%,7,27/66 (41%),6/18 (33%),10/20 (50%),78%,9,4,No information,13,No information,2,8,1,"08/06/2022, 11:45"

Poland,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023359,31%,No information,3,12,3,6,9,342,17,10,1,No information,2,1,6,4,8,4,0,3,1,No information,2,3,281,12,25,16/41 (39%),5/14 (36%),61%,2,39/66 (59%),12/18 (67%),12/19 (63%),53%,17,12,No information,17,No information,3,4,1,"14/06/2022, 11:45"
Belgium,https://www.sofascore.com/belgium-poland/dUbsrUb#id:10023359,69%,No information,2,12,2,4,11,780,9,8,0,No information,4,0,4,4,6,6,1,1,4,No information,0,8,719,23,61,31/43 (72%),1/9 (11%),39%,7,27/66 (41%),6/18 (33%),10/20 (50%),78%,9,4,No information,13,No information,2,8,0,"14/06/2022, 11:45"

Belgium,https://www.sofascore.com/belgium-wales/cUbsrUb#id:10023379,71%,No information,4,19,2,6,9,738,13,10,0,No information,4,1,9,6,14,5,1,3,2,No information,2,1,665,17,61,35/54 (65%),3/15 (20%),50%,13,27/59 (46%),16/27 (59%),4/10 (40%),69%,13,4,No information,9,No information,2,6,2,"22/09/2022, 11:45"
Wales,https://www.sofascore.com/belgium-wales/cUbsrUb#id:10023379,29%,No information,1,10,1,4,10,285,19,9,3,No information,4,0,3,3,8,2,1,0,0,No information,1,2,216,12,45,19/46 (41%),4/16 (25%),50%,3,32/59 (54%),11/27 (41%),5/15 (33%),68%,19,9,No information,18,No information,1,13,1,"22/09/2022, 11:45"

Netherlands,https://www.sofascore.com/belgium-netherlands/fUbsrUb#id:10023378,46%,No information,3,13,4,4,12,454,16,9,2,No information,5,0,5,3,11,2,1,2,2,No information,2,3,393,13,43,25/45 (56%),3/10 (30%),53%,9,30/61 (49%),6/7 (86%),5/8 (63%),56%,16,7,No information,17,No information,4,7,1,"25/09/2022, 11:45"
Belgium,https://www.sofascore.com/belgium-netherlands/fUbsrUb#id:10023378,54%,No information,2,11,4,2,9,552,12,11,2,No information,4,1,5,2,7,4,0,2,1,No information,2,3,482,14,58,36/58 (62%),2/13 (15%),47%,11,31/61 (51%),1/7 (14%),8/13 (62%),50%,12,12,No information,11,No information,4,8,0,"25/09/2022, 11:45"

Egypt,https://www.sofascore.com/egypt-belgium/rUbsiVb#id:10860743,33%,No information,2,6,1,2,5,350,16,10,2,No information,5,0,1,0,3,3,1,1,3,No information,No information,1,289,22,26,28/46 (61%),0/3 (0%),52%,10,29/60 (48%),7/9 (78%),3/11 (27%),44%,16,9,No information,25,No information,1,10,2,"18/11/2022, 07:00"
Belgium,https://www.sofascore.com/egypt-belgium/rUbsiVb#id:10860743,67%,No information,2,8,3,9,10,705,18,5,0,No information,2,1,3,3,2,6,1,1,0,No information,No information,1,649,19,89,42/56 (75%),4/26 (15%),48%,14,31/60 (52%),2/9 (22%),8/10 (80%),56%,18,6,No information,3,No information,3,3,1,"18/11/2022, 07:00"

Denmark,https://www.sofascore.com/belgium-denmark/BObsrUb#id:8513118,47%,1.66,1,21,2,2,8,489,13,14,3,No information,5,1,8,8,15,6,0,1,1,No information,5,2,415,14,68,17/43 (40%),8/19 (42%),56%,6,42/72 (58%),15/29 (52%),15/21 (71%),46%,13,12,No information,8,-1.08,2,2,2,"17/06/2021, 09:00"
Belgium,https://www.sofascore.com/belgium-denmark/BObsrUb#id:8513118,53%,0.88,2,6,4,4,14,566,12,6,1,No information,5,0,1,0,3,3,1,1,1,No information,1,2,479,20,40,32/53 (60%),1/5 (20%),44%,9,30/72 (42%),14/29 (48%),12/16 (75%),42%,12,7,No information,16,0.79,4,16,1,"17/06/2021, 09:00"

Finland,https://www.sofascore.com/belgium-finland/mUbsrUb#id:8513132,40%,0.39,0,7,7,0,6,451,10,10,No information,No information,1,0,1,5,4,3,No information,0,1,No information,No information,0,377,7,38,26/57 (46%),2/6 (33%),40%,10,28/63 (44%),4/18 (22%),8/15 (53%),50%,10,16,No information,32,-0.81,7,8,2,"21/06/2021, 12:00"
Belgium,https://www.sofascore.com/belgium-finland/mUbsrUb#id:8513132,60%,1.61,2,17,1,5,10,683,17,6,No information,No information,7,1,7,3,12,5,No information,2,1,No information,No information,2,613,21,70,25/34 (74%),5/18 (28%),60%,5,35/63 (56%),14/18 (78%),12/17 (71%),29%,17,3,No information,10,0.02,1,1,0,"21/06/2021, 12:00"

Belgium,https://www.sofascore.com/belgium-portugal/eUbsrUb#id:8594144,43%,0.24,No information,6,4,0,14,451,17,9,2,No information,1,0,4,1,1,5,No information,No information,No information,No information,1,1,375,9,50,31/60 (52%),1/5 (20%),48%,10,38/81 (47%),14/28 (50%),14/21 (67%),41%,17,7,No information,28,0.79,4,13,1,"27/06/2021, 12:00"
Portugal,https://www.sofascore.com/belgium-portugal/eUbsrUb#id:8594144,57%,1.35,No information,23,0,3,9,596,17,13,3,No information,4,1,14,5,9,14,No information,No information,No information,No information,4,3,529,17,66,42/68 (62%),5/22 (23%),52%,9,43/81 (53%),14/28 (50%),13/21 (62%),71%,17,11,No information,9,-0.90,0,5,0,"27/06/2021, 12:00"

Estonia,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:9223798,75%,No information,2,22,0,9,5,670,5,5,1,No information,11,0,7,4,16,6,1,1,3,No information,1,3,598,20,86,32/46 (70%),4/28 (14%),58%,1,25/39 (64%),8/18 (44%),15/22 (68%),100%,5,5,63,3,No information,0,0,5,"02/09/2021, 11:45"
Belgium,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:9223798,25%,No information,0,1,5,0,5,226,8,2,1,No information,0,1,1,0,1,0,0,0,0,No information,1,1,154,12,31,7/45 (16%),0/2 (0%),42%,4,14/39 (36%),10/18 (56%),4/5 (80%),63%,8,10,49,36,No information,5,11,2,"02/09/2021, 11:45"

Belgium,https://www.sofascore.com/belgium-italy/hUbsrUb#id:8594145,46%,1.83,2,10,2,9,16,448,17,13,1,No information,4,0,1,5,5,5,1,1,0,No information,2,1,373,18,48,27/49 (55%),2/18 (11%),58%,9,42/77 (55%),18/26 (69%),13/19 (68%),59%,17,10,No information,13,-0.59,2,6,2,"02/07/2021, 12:00"
Italy,https://www.sofascore.com/belgium-italy/hUbsrUb#id:8594145,54%,1.73,3,14,2,5,13,533,15,16,2,No information,3,0,7,4,8,6,1,2,2,No information,2,2,470,15,59,37/58 (64%),4/10 (40%),42%,9,35/77 (45%),8/26 (31%),5/13 (38%),33%,15,8,No information,18,0.19,2,3,1,"02/07/2021, 12:00"

Belgium,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223794,53%,No information,4,16,4,4,8,560,14,12,3,No information,6,0,7,3,10,6,3,1,1,No information,0,2,479,15,51,32/55 (58%),3/12 (25%),62%,1,35/56 (63%),18/30 (60%),9/15 (60%),71%,14,7,No information,20,No information,4,6,3,"05/09/2021, 11:45"
Czechia,https://www.sofascore.com/belgium-czech-republic/oUbsrUb#id:9223794,47%,No information,2,12,3,3,15,480,7,8,1,No information,4,0,4,4,8,4,0,2,1,No information,2,2,390,19,57,25/53 (47%),4/23 (17%),38%,7,21/56 (38%),12/30 (40%),6/13 (46%),43%,7,15,No information,12,No information,3,8,0,"05/09/2021, 11:45"

Belgium,https://www.sofascore.com/belgium-france/GObsrUb#id:9212604,51%,No information,0,11,3,4,8,651,13,6,1,No information,6,0,3,2,6,5,0,0,0,No information,1,2,596,4,41,19/33 (58%),2/9 (22%),39%,17,23/65 (35%),6/10 (60%),4/7 (57%),54%,13,16,No information,13,No information,3,12,3,"07/10/2021, 11:45"
France,https://www.sofascore.com/belgium-france/GObsrUb#id:9212604,49%,No information,2,16,4,2,6,621,20,8,0,No information,6,1,7,3,11,5,1,1,1,No information,3,4,562,14,43,28/41 (68%),1/12 (8%),61%,10,42/65 (65%),4/10 (40%),14/17 (82%),50%,20,6,No information,10,No information,4,6,2,"07/10/2021, 11:45"

Italy,https://www.sofascore.com/belgium-italy/hUbsrUb#id:9869231,40%,No information,2,12,3,6,16,436,22,9,2,No information,5,0,3,4,8,4,1,1,1,No information,2,2,381,14,43,25/40 (63%),2/14 (14%),48%,6,43/89 (48%),5/11 (45%),12/26 (46%),45%,22,4,No information,19,No information,3,8,2,"10/10/2021, 06:00"
Belgium,https://www.sofascore.com/belgium-italy/hUbsrUb#id:9869231,60%,No information,2,13,3,5,9,665,20,16,3,No information,4,3,3,6,12,1,1,1,1,No information,1,1,596,25,52,28/46 (61%),2/12 (17%),52%,15,46/89 (52%),6/11 (55%),10/17 (59%),70%,20,4,No information,9,No information,3,7,1,"10/10/2021, 06:00"

Belgium,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:9223878,75%,No information,2,22,0,9,5,670,5,5,1,No information,11,0,7,4,16,6,1,1,3,No information,1,3,598,20,86,32/46 (70%),4/28 (14%),58%,1,25/39 (64%),8/18 (44%),15/22 (68%),100%,5,5,63,3,No information,0,0,3,"13/11/2021, 11:45"
Estonia,https://www.sofascore.com/estonia-belgium/rUbsjVb#id:9223878,25%,No information,0,1,5,0,5,226,8,2,1,No information,0,1,1,0,1,0,0,0,0,No information,1,1,154,12,31,7/45 (16%),0/2 (0%),42%,4,14/39 (36%),10/18 (56%),4/5 (80%),63%,8,10,49,36,No information,5,11,1,"13/11/2021, 11:45"

Belarus,https://www.sofascore.com/belarus-belgium/rUbsTUb#id:9223805,25%,No information,No information,4,4,1,13,256,13,6,4,No information,2,0,2,0,2,2,No information,No information,No information,No information,1,1,168,21,44,21/65 (32%),1/5 (20%),37%,10,27/73 (37%),9/25 (36%),8/20 (40%),46%,13,10,No information,23,No information,4,7,1,"08/09/2021, 11:45"
Belgium,https://www.sofascore.com/belarus-belgium/rUbsTUb#id:9223805,75%,No information,No information,12,2,4,7,754,22,13,1,No information,5,1,6,1,6,6,No information,No information,No information,No information,4,5,672,22,89,24/41 (59%),5/27 (19%),63%,8,46/73 (63%),16/25 (64%),11/16 (69%),50%,22,5,No information,12,No information,2,2,0,"08/09/2021, 11:45"

